Periodo,Sexo,Edad,Estado civil,Total
2008T3,Ambos sexos,De 45 a 49 años,Casados/Casadas,"148,1"
2008T2,Ambos sexos,De 45 a 49 años,Casados/Casadas,"145,6"
2008T1,Ambos sexos,De 45 a 49 años,Casados/Casadas,"134,3"
2007T4,Ambos sexos,De 45 a 49 años,Casados/Casadas,"123,6"
2007T3,Ambos sexos,De 45 a 49 años,Casados/Casadas,"113,8"
2007T2,Ambos sexos,De 45 a 49 años,Casados/Casadas,"108,1"
2007T1,Ambos sexos,De 45 a 49 años,Casados/Casadas,"106,2"
2006T4,Ambos sexos,De 45 a 49 años,Casados/Casadas,"103,1"
2006T3,Ambos sexos,De 45 a 49 años,Casados/Casadas,93
2006T2,Ambos sexos,De 45 a 49 años,Casados/Casadas,"91,1"
2006T1,Ambos sexos,De 45 a 49 años,Casados/Casadas,"106,8"
2005T4,Ambos sexos,De 45 a 49 años,Casados/Casadas,"109,2"
2005T3,Ambos sexos,De 45 a 49 años,Casados/Casadas,"95,7"
2005T2,Ambos sexos,De 45 a 49 años,Casados/Casadas,"106,9"
2005T1,Ambos sexos,De 45 a 49 años,Casados/Casadas,118
2004T4,Ambos sexos,De 45 a 49 años,Casados/Casadas,"129,4"
2004T3,Ambos sexos,De 45 a 49 años,Casados/Casadas,"116,3"
2004T2,Ambos sexos,De 45 a 49 años,Casados/Casadas,"123,1"
2004T1,Ambos sexos,De 45 a 49 años,Casados/Casadas,"125,2"
2003T4,Ambos sexos,De 45 a 49 años,Casados/Casadas,"128,6"
2003T3,Ambos sexos,De 45 a 49 años,Casados/Casadas,"119,1"
2003T2,Ambos sexos,De 45 a 49 años,Casados/Casadas,123
2003T1,Ambos sexos,De 45 a 49 años,Casados/Casadas,"133,3"
2002T4,Ambos sexos,De 45 a 49 años,Casados/Casadas,"117,2"
2002T3,Ambos sexos,De 45 a 49 años,Casados/Casadas,"119,6"
2002T2,Ambos sexos,De 45 a 49 años,Casados/Casadas,"118,2"
2002T1,Ambos sexos,De 45 a 49 años,Casados/Casadas,"108,5"
2025T1,Ambos sexos,De 45 a 49 años,Viudos/Viudas,2
2024T4,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"1,9"
2024T3,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"1,9"
2024T2,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"3,3"
2024T1,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"1,9"
2023T4,Ambos sexos,De 45 a 49 años,Viudos/Viudas,3
2023T3,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"4,5"
2023T2,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"2,6"
2023T1,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"5,1"
2022T4,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"4,6"
2022T3,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"2,7"
2022T2,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"1,6"
2022T1,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"6,3"
2021T4,Ambos sexos,De 45 a 49 años,Viudos/Viudas,3
2021T3,Ambos sexos,De 45 a 49 años,Viudos/Viudas,2
2021T2,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"1,5"
2021T1,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"1,7"
2020T4,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"4,2"
2020T3,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"3,5"
2020T2,Ambos sexos,De 45 a 49 años,Viudos/Viudas,2
2020T1,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"3,8"
2019T4,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"4,1"
2019T3,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"2,6"
2019T2,Ambos sexos,De 45 a 49 años,Viudos/Viudas,3
2019T1,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"3,7"
2018T4,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"2,6"
2018T3,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"3,5"
2018T2,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"5,8"
2018T1,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"8,2"
2017T4,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"5,9"
2017T3,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"6,3"
2017T2,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"7,9"
2017T1,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"5,9"
2016T4,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"4,9"
2016T3,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"7,9"
2016T2,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"8,5"
2016T1,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"6,3"
2015T4,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"9,1"
2015T3,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"8,5"
2015T2,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"10,8"
2015T1,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"5,8"
2014T4,Ambos sexos,De 45 a 49 años,Viudos/Viudas,6
2014T3,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"9,8"
2014T2,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"10,9"
2014T1,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"13,4"
2013T4,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"9,8"
2013T3,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"11,5"
2013T2,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"10,9"
2013T1,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"11,3"
2012T4,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"10,3"
2012T3,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"11,3"
2012T2,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"9,3"
2012T1,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"8,9"
2011T4,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"6,8"
2011T3,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"5,7"
2011T2,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"6,6"
2011T1,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"8,4"
2010T4,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"8,3"
2010T3,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"8,3"
2010T2,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"10,6"
2010T1,Ambos sexos,De 45 a 49 años,Viudos/Viudas,9
2009T4,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"9,1"
2009T3,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"8,7"
2009T2,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"8,6"
2009T1,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"7,8"
2008T4,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"6,7"
2008T3,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"5,5"
2008T2,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"4,3"
2008T1,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"5,7"
2007T4,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"3,8"
2007T3,Ambos sexos,De 45 a 49 años,Viudos/Viudas,5
2007T2,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"4,3"
2007T1,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"4,2"
2006T4,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"2,4"
2006T3,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"2,7"
2006T2,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"3,4"
2006T1,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"3,8"
2005T4,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"3,7"
2005T3,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"2,5"
2005T2,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"5,7"
2005T1,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"4,2"
2004T4,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"4,9"
2004T3,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"4,9"
2004T2,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"3,3"
2004T1,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"2,6"
2003T4,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"2,6"
2003T3,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"2,8"
2003T2,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"6,6"
2003T1,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"5,7"
2002T4,Ambos sexos,De 45 a 49 años,Viudos/Viudas,5
2002T3,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"6,7"
2002T2,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"3,1"
2002T1,Ambos sexos,De 45 a 49 años,Viudos/Viudas,"4,1"
2025T1,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"37,7"
2024T4,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"31,3"
2024T3,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"30,4"
2024T2,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"50,4"
2024T1,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"44,1"
2023T4,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"43,5"
2023T3,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"42,3"
2023T2,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"33,5"
2023T1,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"50,3"
2022T4,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"52,7"
2022T3,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,42
2022T2,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"46,9"
2022T1,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"47,4"
2021T4,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"50,9"
2021T3,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"46,3"
2021T2,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"61,9"
2021T1,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"67,8"
2020T4,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"62,6"
2020T3,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"62,2"
2020T2,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"53,6"
2020T1,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"48,1"
2019T4,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"55,2"
2019T3,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"51,5"
2019T2,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"56,2"
2019T1,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"61,7"
2018T4,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,52
2018T3,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"54,6"
2018T2,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,70
2018T1,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,64
2017T4,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"57,4"
2017T3,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"65,7"
2017T2,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"65,7"
2017T1,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"76,9"
2016T4,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"66,1"
2016T3,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,83
2016T2,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"82,1"
2016T1,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"88,5"
2015T4,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"88,2"
2015T3,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"84,7"
2015T2,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"96,2"
2015T1,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"104,6"
2014T4,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"103,4"
2014T3,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"103,3"
2014T2,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"110,8"
2014T1,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"111,6"
2013T4,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"97,3"
2013T3,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"92,9"
2013T2,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"106,4"
2013T1,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"108,7"
2012T4,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"92,2"
2012T3,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"83,3"
2012T2,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"90,7"
2012T1,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"89,7"
2011T4,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,82
2011T3,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"66,8"
2011T2,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"67,4"
2011T1,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"66,7"
2010T4,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"56,6"
2010T3,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"54,1"
2010T2,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"60,1"
2010T1,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"62,4"
2009T4,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"53,5"
2009T3,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"45,5"
2009T2,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"53,9"
2009T1,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"49,5"
2008T4,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"34,8"
2008T3,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"27,4"
2008T2,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"23,3"
2008T1,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"23,3"
2007T4,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"27,2"
2007T3,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"22,7"
2007T2,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"22,7"
2007T1,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"20,5"
2006T4,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"19,1"
2006T3,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"21,9"
2006T2,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,17
2006T1,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"23,3"
2005T4,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"16,8"
2005T3,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"18,7"
2005T2,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"16,1"
2005T1,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"23,2"
2004T4,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,20
2004T3,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"26,3"
2004T2,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"21,5"
2004T1,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"20,5"
2003T4,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"17,6"
2003T3,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"12,2"
2003T2,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"16,5"
2003T1,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"18,7"
2002T4,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"21,9"
2002T3,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"13,1"
2002T2,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"15,3"
2002T1,Ambos sexos,De 45 a 49 años,Separados/Separadas o Divorciados/Divorciadas,"18,2"
2025T1,Ambos sexos,De 50 a 54 años,Total,"297,7"
2024T4,Ambos sexos,De 50 a 54 años,Total,"294,4"
2024T3,Ambos sexos,De 50 a 54 años,Total,"302,3"
2024T2,Ambos sexos,De 50 a 54 años,Total,"312,9"
2024T1,Ambos sexos,De 50 a 54 años,Total,"322,6"
2023T4,Ambos sexos,De 50 a 54 años,Total,"304,3"
2023T3,Ambos sexos,De 50 a 54 años,Total,"315,5"
2023T2,Ambos sexos,De 50 a 54 años,Total,"308,9"
2023T1,Ambos sexos,De 50 a 54 años,Total,"365,5"
2022T4,Ambos sexos,De 50 a 54 años,Total,380
2022T3,Ambos sexos,De 50 a 54 años,Total,"372,2"
2022T2,Ambos sexos,De 50 a 54 años,Total,"373,8"
2022T1,Ambos sexos,De 50 a 54 años,Total,406
2021T4,Ambos sexos,De 50 a 54 años,Total,"367,2"
2021T3,Ambos sexos,De 50 a 54 años,Total,375
2021T2,Ambos sexos,De 50 a 54 años,Total,"382,4"
2021T1,Ambos sexos,De 50 a 54 años,Total,"393,4"
2020T4,Ambos sexos,De 50 a 54 años,Total,"394,5"
2020T3,Ambos sexos,De 50 a 54 años,Total,368
2020T2,Ambos sexos,De 50 a 54 años,Total,"343,5"
2020T1,Ambos sexos,De 50 a 54 años,Total,"371,5"
2019T4,Ambos sexos,De 50 a 54 años,Total,"358,2"
2019T3,Ambos sexos,De 50 a 54 años,Total,"367,9"
2019T2,Ambos sexos,De 50 a 54 años,Total,"388,1"
2019T1,Ambos sexos,De 50 a 54 años,Total,398
2018T4,Ambos sexos,De 50 a 54 años,Total,"382,1"
2018T3,Ambos sexos,De 50 a 54 años,Total,"375,9"
2018T2,Ambos sexos,De 50 a 54 años,Total,"397,8"
2018T1,Ambos sexos,De 50 a 54 años,Total,"446,1"
2017T4,Ambos sexos,De 50 a 54 años,Total,"424,7"
2017T3,Ambos sexos,De 50 a 54 años,Total,"410,3"
2017T2,Ambos sexos,De 50 a 54 años,Total,"443,9"
2017T1,Ambos sexos,De 50 a 54 años,Total,"482,6"
2016T4,Ambos sexos,De 50 a 54 años,Total,"470,3"
2016T3,Ambos sexos,De 50 a 54 años,Total,"474,2"
2016T2,Ambos sexos,De 50 a 54 años,Total,"513,5"
2016T1,Ambos sexos,De 50 a 54 años,Total,"510,2"
2015T4,Ambos sexos,De 50 a 54 años,Total,497
2015T3,Ambos sexos,De 50 a 54 años,Total,"512,7"
2015T2,Ambos sexos,De 50 a 54 años,Total,"537,7"
2015T1,Ambos sexos,De 50 a 54 años,Total,"557,7"
2014T4,Ambos sexos,De 50 a 54 años,Total,"553,2"
2014T3,Ambos sexos,De 50 a 54 años,Total,"539,6"
2014T2,Ambos sexos,De 50 a 54 años,Total,"561,5"
2014T1,Ambos sexos,De 50 a 54 años,Total,"577,2"
2013T4,Ambos sexos,De 50 a 54 años,Total,"584,8"
2013T3,Ambos sexos,De 50 a 54 años,Total,"564,9"
2013T2,Ambos sexos,De 50 a 54 años,Total,"546,2"
2013T1,Ambos sexos,De 50 a 54 años,Total,"553,7"
2012T4,Ambos sexos,De 50 a 54 años,Total,"520,3"
2012T3,Ambos sexos,De 50 a 54 años,Total,"521,9"
2012T2,Ambos sexos,De 50 a 54 años,Total,"498,9"
2012T1,Ambos sexos,De 50 a 54 años,Total,"492,8"
2011T4,Ambos sexos,De 50 a 54 años,Total,"433,5"
2011T3,Ambos sexos,De 50 a 54 años,Total,"411,9"
2011T2,Ambos sexos,De 50 a 54 años,Total,"386,3"
2011T1,Ambos sexos,De 50 a 54 años,Total,"385,9"
2010T4,Ambos sexos,De 50 a 54 años,Total,"377,3"
2010T3,Ambos sexos,De 50 a 54 años,Total,"332,9"
2010T2,Ambos sexos,De 50 a 54 años,Total,"358,5"
2010T1,Ambos sexos,De 50 a 54 años,Total,"338,2"
2009T4,Ambos sexos,De 50 a 54 años,Total,"310,1"
2009T3,Ambos sexos,De 50 a 54 años,Total,"279,8"
2009T2,Ambos sexos,De 50 a 54 años,Total,285
2009T1,Ambos sexos,De 50 a 54 años,Total,"267,4"
2008T4,Ambos sexos,De 50 a 54 años,Total,"209,7"
2008T3,Ambos sexos,De 50 a 54 años,Total,"170,5"
2008T2,Ambos sexos,De 50 a 54 años,Total,"164,8"
2008T1,Ambos sexos,De 50 a 54 años,Total,"158,4"
2007T4,Ambos sexos,De 50 a 54 años,Total,"139,1"
2007T3,Ambos sexos,De 50 a 54 años,Total,"121,4"
2007T2,Ambos sexos,De 50 a 54 años,Total,"128,4"
2007T1,Ambos sexos,De 50 a 54 años,Total,"130,2"
2006T4,Ambos sexos,De 50 a 54 años,Total,"119,6"
2006T3,Ambos sexos,De 50 a 54 años,Total,"111,4"
2006T2,Ambos sexos,De 50 a 54 años,Total,"115,7"
2006T1,Ambos sexos,De 50 a 54 años,Total,"122,3"
2005T4,Ambos sexos,De 50 a 54 años,Total,"104,1"
2005T3,Ambos sexos,De 50 a 54 años,Total,103
2005T2,Ambos sexos,De 50 a 54 años,Total,"112,7"
2005T1,Ambos sexos,De 50 a 54 años,Total,"118,5"
2004T4,Ambos sexos,De 50 a 54 años,Total,"129,5"
2004T3,Ambos sexos,De 50 a 54 años,Total,"123,4"
2004T2,Ambos sexos,De 50 a 54 años,Total,"128,3"
2004T1,Ambos sexos,De 50 a 54 años,Total,"127,1"
2003T4,Ambos sexos,De 50 a 54 años,Total,"124,5"
2003T3,Ambos sexos,De 50 a 54 años,Total,"116,9"
2003T2,Ambos sexos,De 50 a 54 años,Total,"118,6"
2003T1,Ambos sexos,De 50 a 54 años,Total,"134,4"
2002T4,Ambos sexos,De 50 a 54 años,Total,"121,6"
2002T3,Ambos sexos,De 50 a 54 años,Total,"123,8"
2002T2,Ambos sexos,De 50 a 54 años,Total,"126,9"
2002T1,Ambos sexos,De 50 a 54 años,Total,"121,7"
2025T1,Ambos sexos,De 50 a 54 años,Solteros/Solteras,"76,8"
2024T4,Ambos sexos,De 50 a 54 años,Solteros/Solteras,"77,4"
2024T3,Ambos sexos,De 50 a 54 años,Solteros/Solteras,"71,1"
2024T2,Ambos sexos,De 50 a 54 años,Solteros/Solteras,"72,6"
2024T1,Ambos sexos,De 50 a 54 años,Solteros/Solteras,81
2023T4,Ambos sexos,De 50 a 54 años,Solteros/Solteras,"72,8"
2023T3,Ambos sexos,De 50 a 54 años,Solteros/Solteras,"81,3"
2023T2,Ambos sexos,De 50 a 54 años,Solteros/Solteras,"79,1"
2023T1,Ambos sexos,De 50 a 54 años,Solteros/Solteras,"84,6"
2022T4,Ambos sexos,De 50 a 54 años,Solteros/Solteras,"86,8"
2022T3,Ambos sexos,De 50 a 54 años,Solteros/Solteras,"82,6"
2022T2,Ambos sexos,De 50 a 54 años,Solteros/Solteras,"91,3"
2022T1,Ambos sexos,De 50 a 54 años,Solteros/Solteras,"90,5"
2021T4,Ambos sexos,De 50 a 54 años,Solteros/Solteras,"84,4"
2021T3,Ambos sexos,De 50 a 54 años,Solteros/Solteras,"81,5"
2021T2,Ambos sexos,De 50 a 54 años,Solteros/Solteras,"86,3"
2021T1,Ambos sexos,De 50 a 54 años,Solteros/Solteras,"88,2"
2020T4,Ambos sexos,De 50 a 54 años,Solteros/Solteras,"81,1"
2020T3,Ambos sexos,De 50 a 54 años,Solteros/Solteras,"78,8"
2020T2,Ambos sexos,De 50 a 54 años,Solteros/Solteras,"69,5"
2020T1,Ambos sexos,De 50 a 54 años,Solteros/Solteras,"80,3"
2019T4,Ambos sexos,De 50 a 54 años,Solteros/Solteras,"77,5"
2019T3,Ambos sexos,De 50 a 54 años,Solteros/Solteras,"77,5"
2019T2,Ambos sexos,De 50 a 54 años,Solteros/Solteras,"80,6"
2019T1,Ambos sexos,De 50 a 54 años,Solteros/Solteras,"79,6"
2018T4,Ambos sexos,De 50 a 54 años,Solteros/Solteras,"77,7"
2018T3,Ambos sexos,De 50 a 54 años,Solteros/Solteras,"81,8"
2018T2,Ambos sexos,De 50 a 54 años,Solteros/Solteras,"78,7"
2018T1,Ambos sexos,De 50 a 54 años,Solteros/Solteras,"88,8"
2017T4,Ambos sexos,De 50 a 54 años,Solteros/Solteras,"80,6"
2017T3,Ambos sexos,De 50 a 54 años,Solteros/Solteras,"82,9"
2017T2,Ambos sexos,De 50 a 54 años,Solteros/Solteras,"93,2"
2017T1,Ambos sexos,De 50 a 54 años,Solteros/Solteras,"90,6"
2016T4,Ambos sexos,De 50 a 54 años,Solteros/Solteras,"92,4"
2016T3,Ambos sexos,De 50 a 54 años,Solteros/Solteras,"83,5"
2016T2,Ambos sexos,De 50 a 54 años,Solteros/Solteras,"94,7"
2016T1,Ambos sexos,De 50 a 54 años,Solteros/Solteras,"89,1"
2015T4,Ambos sexos,De 50 a 54 años,Solteros/Solteras,"81,3"
2015T3,Ambos sexos,De 50 a 54 años,Solteros/Solteras,"83,9"
2015T2,Ambos sexos,De 50 a 54 años,Solteros/Solteras,"79,8"
2015T1,Ambos sexos,De 50 a 54 años,Solteros/Solteras,85
2014T4,Ambos sexos,De 50 a 54 años,Solteros/Solteras,"79,6"
2014T3,Ambos sexos,De 50 a 54 años,Solteros/Solteras,"80,5"
2014T2,Ambos sexos,De 50 a 54 años,Solteros/Solteras,"87,1"
