Periodo,Sexo,Edad,Estado civil,Total
2009T1,Mujeres,De 30 a 34 años,Casados/Casadas,"140,6"
2008T4,Mujeres,De 30 a 34 años,Casados/Casadas,"124,1"
2008T3,Mujeres,De 30 a 34 años,Casados/Casadas,"104,7"
2008T2,Mujeres,De 30 a 34 años,Casados/Casadas,99
2008T1,Mujeres,De 30 a 34 años,Casados/Casadas,"93,4"
2007T4,Mujeres,De 30 a 34 años,Casados/Casadas,"87,6"
2007T3,Mujeres,De 30 a 34 años,Casados/Casadas,"80,7"
2007T2,Mujeres,De 30 a 34 años,Casados/Casadas,"72,7"
2007T1,Mujeres,De 30 a 34 años,Casados/Casadas,"97,7"
2006T4,Mujeres,De 30 a 34 años,Casados/Casadas,"80,7"
2006T3,Mujeres,De 30 a 34 años,Casados/Casadas,"81,9"
2006T2,Mujeres,De 30 a 34 años,Casados/Casadas,"85,6"
2006T1,Mujeres,De 30 a 34 años,Casados/Casadas,"94,4"
2005T4,Mujeres,De 30 a 34 años,Casados/Casadas,"75,7"
2005T3,Mujeres,De 30 a 34 años,Casados/Casadas,"73,2"
2005T2,Mujeres,De 30 a 34 años,Casados/Casadas,"83,1"
2005T1,Mujeres,De 30 a 34 años,Casados/Casadas,"95,3"
2004T4,Mujeres,De 30 a 34 años,Casados/Casadas,"116,5"
2004T3,Mujeres,De 30 a 34 años,Casados/Casadas,"102,4"
2004T2,Mujeres,De 30 a 34 años,Casados/Casadas,"106,1"
2004T1,Mujeres,De 30 a 34 años,Casados/Casadas,"110,7"
2003T4,Mujeres,De 30 a 34 años,Casados/Casadas,"111,5"
2003T3,Mujeres,De 30 a 34 años,Casados/Casadas,"119,9"
2003T2,Mujeres,De 30 a 34 años,Casados/Casadas,"116,8"
2003T1,Mujeres,De 30 a 34 años,Casados/Casadas,"127,6"
2002T4,Mujeres,De 30 a 34 años,Casados/Casadas,123
2002T3,Mujeres,De 30 a 34 años,Casados/Casadas,"114,3"
2002T2,Mujeres,De 30 a 34 años,Casados/Casadas,"111,9"
2002T1,Mujeres,De 30 a 34 años,Casados/Casadas,"120,6"
2025T1,Mujeres,De 30 a 34 años,Viudos/Viudas,..
2024T4,Mujeres,De 30 a 34 años,Viudos/Viudas,"0,1"
2024T3,Mujeres,De 30 a 34 años,Viudos/Viudas,..
2024T2,Mujeres,De 30 a 34 años,Viudos/Viudas,..
2024T1,Mujeres,De 30 a 34 años,Viudos/Viudas,..
2023T4,Mujeres,De 30 a 34 años,Viudos/Viudas,..
2023T3,Mujeres,De 30 a 34 años,Viudos/Viudas,..
2023T2,Mujeres,De 30 a 34 años,Viudos/Viudas,"0,3"
2023T1,Mujeres,De 30 a 34 años,Viudos/Viudas,"0,3"
2022T4,Mujeres,De 30 a 34 años,Viudos/Viudas,..
2022T3,Mujeres,De 30 a 34 años,Viudos/Viudas,"0,7"
2022T2,Mujeres,De 30 a 34 años,Viudos/Viudas,..
2022T1,Mujeres,De 30 a 34 años,Viudos/Viudas,..
2021T4,Mujeres,De 30 a 34 años,Viudos/Viudas,..
2021T3,Mujeres,De 30 a 34 años,Viudos/Viudas,..
2021T2,Mujeres,De 30 a 34 años,Viudos/Viudas,"0,2"
2021T1,Mujeres,De 30 a 34 años,Viudos/Viudas,..
2020T4,Mujeres,De 30 a 34 años,Viudos/Viudas,0
2020T3,Mujeres,De 30 a 34 años,Viudos/Viudas,0
2020T2,Mujeres,De 30 a 34 años,Viudos/Viudas,"0,5"
2020T1,Mujeres,De 30 a 34 años,Viudos/Viudas,"0,1"
2019T4,Mujeres,De 30 a 34 años,Viudos/Viudas,"0,4"
2019T3,Mujeres,De 30 a 34 años,Viudos/Viudas,"0,4"
2019T2,Mujeres,De 30 a 34 años,Viudos/Viudas,"0,3"
2019T1,Mujeres,De 30 a 34 años,Viudos/Viudas,"0,6"
2018T4,Mujeres,De 30 a 34 años,Viudos/Viudas,0
2018T3,Mujeres,De 30 a 34 años,Viudos/Viudas,0
2018T2,Mujeres,De 30 a 34 años,Viudos/Viudas,0
2018T1,Mujeres,De 30 a 34 años,Viudos/Viudas,"0,2"
2017T4,Mujeres,De 30 a 34 años,Viudos/Viudas,0
2017T3,Mujeres,De 30 a 34 años,Viudos/Viudas,0
2017T2,Mujeres,De 30 a 34 años,Viudos/Viudas,0
2017T1,Mujeres,De 30 a 34 años,Viudos/Viudas,"0,3"
2016T4,Mujeres,De 30 a 34 años,Viudos/Viudas,"0,4"
2016T3,Mujeres,De 30 a 34 años,Viudos/Viudas,0
2016T2,Mujeres,De 30 a 34 años,Viudos/Viudas,"0,8"
2016T1,Mujeres,De 30 a 34 años,Viudos/Viudas,"0,1"
2015T4,Mujeres,De 30 a 34 años,Viudos/Viudas,1
2015T3,Mujeres,De 30 a 34 años,Viudos/Viudas,"2,5"
2015T2,Mujeres,De 30 a 34 años,Viudos/Viudas,"2,3"
2015T1,Mujeres,De 30 a 34 años,Viudos/Viudas,"1,9"
2014T4,Mujeres,De 30 a 34 años,Viudos/Viudas,"0,9"
2014T3,Mujeres,De 30 a 34 años,Viudos/Viudas,"1,2"
2014T2,Mujeres,De 30 a 34 años,Viudos/Viudas,"0,9"
2014T1,Mujeres,De 30 a 34 años,Viudos/Viudas,"0,6"
2013T4,Mujeres,De 30 a 34 años,Viudos/Viudas,"0,6"
2013T3,Mujeres,De 30 a 34 años,Viudos/Viudas,"0,8"
2013T2,Mujeres,De 30 a 34 años,Viudos/Viudas,"0,6"
2013T1,Mujeres,De 30 a 34 años,Viudos/Viudas,"0,4"
2012T4,Mujeres,De 30 a 34 años,Viudos/Viudas,"0,8"
2012T3,Mujeres,De 30 a 34 años,Viudos/Viudas,"0,4"
2012T2,Mujeres,De 30 a 34 años,Viudos/Viudas,"1,2"
2012T1,Mujeres,De 30 a 34 años,Viudos/Viudas,"1,6"
2011T4,Mujeres,De 30 a 34 años,Viudos/Viudas,"1,8"
2011T3,Mujeres,De 30 a 34 años,Viudos/Viudas,"1,9"
2011T2,Mujeres,De 30 a 34 años,Viudos/Viudas,"1,1"
2011T1,Mujeres,De 30 a 34 años,Viudos/Viudas,"1,4"
2010T4,Mujeres,De 30 a 34 años,Viudos/Viudas,"0,4"
2010T3,Mujeres,De 30 a 34 años,Viudos/Viudas,"1,7"
2010T2,Mujeres,De 30 a 34 años,Viudos/Viudas,"2,4"
2010T1,Mujeres,De 30 a 34 años,Viudos/Viudas,"1,8"
2009T4,Mujeres,De 30 a 34 años,Viudos/Viudas,"0,2"
2009T3,Mujeres,De 30 a 34 años,Viudos/Viudas,"1,3"
2009T2,Mujeres,De 30 a 34 años,Viudos/Viudas,0
2009T1,Mujeres,De 30 a 34 años,Viudos/Viudas,0
2008T4,Mujeres,De 30 a 34 años,Viudos/Viudas,0
2008T3,Mujeres,De 30 a 34 años,Viudos/Viudas,0
2008T2,Mujeres,De 30 a 34 años,Viudos/Viudas,"0,3"
2008T1,Mujeres,De 30 a 34 años,Viudos/Viudas,"0,3"
2007T4,Mujeres,De 30 a 34 años,Viudos/Viudas,1
2007T3,Mujeres,De 30 a 34 años,Viudos/Viudas,"1,1"
2007T2,Mujeres,De 30 a 34 años,Viudos/Viudas,0
2007T1,Mujeres,De 30 a 34 años,Viudos/Viudas,"0,7"
2006T4,Mujeres,De 30 a 34 años,Viudos/Viudas,"0,2"
2006T3,Mujeres,De 30 a 34 años,Viudos/Viudas,"0,1"
2006T2,Mujeres,De 30 a 34 años,Viudos/Viudas,0
2006T1,Mujeres,De 30 a 34 años,Viudos/Viudas,"0,4"
2005T4,Mujeres,De 30 a 34 años,Viudos/Viudas,0
2005T3,Mujeres,De 30 a 34 años,Viudos/Viudas,0
2005T2,Mujeres,De 30 a 34 años,Viudos/Viudas,"0,4"
2005T1,Mujeres,De 30 a 34 años,Viudos/Viudas,"0,4"
2004T4,Mujeres,De 30 a 34 años,Viudos/Viudas,"0,7"
2004T3,Mujeres,De 30 a 34 años,Viudos/Viudas,"1,8"
2004T2,Mujeres,De 30 a 34 años,Viudos/Viudas,1
2004T1,Mujeres,De 30 a 34 años,Viudos/Viudas,"1,1"
2003T4,Mujeres,De 30 a 34 años,Viudos/Viudas,1
2003T3,Mujeres,De 30 a 34 años,Viudos/Viudas,"3,1"
2003T2,Mujeres,De 30 a 34 años,Viudos/Viudas,1
2003T1,Mujeres,De 30 a 34 años,Viudos/Viudas,"0,6"
2002T4,Mujeres,De 30 a 34 años,Viudos/Viudas,"2,5"
2002T3,Mujeres,De 30 a 34 años,Viudos/Viudas,"1,4"
2002T2,Mujeres,De 30 a 34 años,Viudos/Viudas,"0,8"
2002T1,Mujeres,De 30 a 34 años,Viudos/Viudas,"0,1"
2025T1,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"3,5"
2024T4,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"3,5"
2024T3,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"4,1"
2024T2,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"2,7"
2024T1,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"7,4"
2023T4,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"3,7"
2023T3,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"2,6"
2023T2,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"4,5"
2023T1,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"7,7"
2022T4,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"6,9"
2022T3,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"6,7"
2022T2,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"7,7"
2022T1,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"6,8"
2021T4,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"6,8"
2021T3,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,9
2021T2,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"12,5"
2021T1,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"8,3"
2020T4,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"7,8"
2020T3,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"5,6"
2020T2,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"10,6"
2020T1,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"8,4"
2019T4,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"6,7"
2019T3,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"7,2"
2019T2,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"5,2"
2019T1,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"6,7"
2018T4,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"7,6"
2018T3,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"11,6"
2018T2,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,10
2018T1,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"10,1"
2017T4,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"6,6"
2017T3,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"7,4"
2017T2,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"6,3"
2017T1,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"8,6"
2016T4,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,10
2016T3,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,10
2016T2,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"13,9"
2016T1,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"16,6"
2015T4,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"17,5"
2015T3,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"15,5"
2015T2,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"19,2"
2015T1,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"19,7"
2014T4,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"21,5"
2014T3,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"19,4"
2014T2,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"17,9"
2014T1,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"28,7"
2013T4,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"26,6"
2013T3,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"24,2"
2013T2,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"24,9"
2013T1,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"31,1"
2012T4,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,24
2012T3,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"22,8"
2012T2,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"24,2"
2012T1,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"21,5"
2011T4,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"20,9"
2011T3,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"16,2"
2011T2,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"20,6"
2011T1,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"17,7"
2010T4,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"17,7"
2010T3,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"17,4"
2010T2,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"16,5"
2010T1,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"15,8"
2009T4,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"12,9"
2009T3,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"14,3"
2009T2,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"17,6"
2009T1,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"18,1"
2008T4,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"15,6"
2008T3,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"9,1"
2008T2,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"10,8"
2008T1,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"9,8"
2007T4,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"9,2"
2007T3,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"6,9"
2007T2,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"7,8"
2007T1,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"6,7"
2006T4,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"6,5"
2006T3,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"5,2"
2006T2,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"10,8"
2006T1,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"6,8"
2005T4,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"11,3"
2005T3,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"7,6"
2005T2,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"7,9"
2005T1,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,7
2004T4,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,11
2004T3,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"10,4"
2004T2,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"13,1"
2004T1,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"12,8"
2003T4,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"10,5"
2003T3,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"8,4"
2003T2,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,8
2003T1,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"6,4"
2002T4,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"6,9"
2002T3,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"9,7"
2002T2,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,"7,3"
2002T1,Mujeres,De 30 a 34 años,Separados/Separadas o Divorciados/Divorciadas,7
2025T1,Mujeres,De 35 a 39 años,Total,"151,3"
2024T4,Mujeres,De 35 a 39 años,Total,"123,4"
2024T3,Mujeres,De 35 a 39 años,Total,"129,4"
2024T2,Mujeres,De 35 a 39 años,Total,"129,5"
2024T1,Mujeres,De 35 a 39 años,Total,166
2023T4,Mujeres,De 35 a 39 años,Total,"173,5"
2023T3,Mujeres,De 35 a 39 años,Total,"149,7"
2023T2,Mujeres,De 35 a 39 años,Total,"164,4"
2023T1,Mujeres,De 35 a 39 años,Total,"188,6"
2022T4,Mujeres,De 35 a 39 años,Total,"196,6"
2022T3,Mujeres,De 35 a 39 años,Total,"177,2"
2022T2,Mujeres,De 35 a 39 años,Total,"164,7"
2022T1,Mujeres,De 35 a 39 años,Total,"190,7"
2021T4,Mujeres,De 35 a 39 años,Total,"168,8"
2021T3,Mujeres,De 35 a 39 años,Total,"188,1"
2021T2,Mujeres,De 35 a 39 años,Total,"213,9"
2021T1,Mujeres,De 35 a 39 años,Total,"251,6"
2020T4,Mujeres,De 35 a 39 años,Total,"238,1"
2020T3,Mujeres,De 35 a 39 años,Total,231
2020T2,Mujeres,De 35 a 39 años,Total,"216,9"
2020T1,Mujeres,De 35 a 39 años,Total,"217,2"
2019T4,Mujeres,De 35 a 39 años,Total,"193,5"
2019T3,Mujeres,De 35 a 39 años,Total,"182,7"
2019T2,Mujeres,De 35 a 39 años,Total,"194,9"
2019T1,Mujeres,De 35 a 39 años,Total,"201,9"
2018T4,Mujeres,De 35 a 39 años,Total,"201,8"
2018T3,Mujeres,De 35 a 39 años,Total,206
2018T2,Mujeres,De 35 a 39 años,Total,"216,4"
2018T1,Mujeres,De 35 a 39 años,Total,"248,2"
2017T4,Mujeres,De 35 a 39 años,Total,"254,5"
2017T3,Mujeres,De 35 a 39 años,Total,"240,9"
2017T2,Mujeres,De 35 a 39 años,Total,"256,2"
2017T1,Mujeres,De 35 a 39 años,Total,"288,9"
2016T4,Mujeres,De 35 a 39 años,Total,"285,3"
2016T3,Mujeres,De 35 a 39 años,Total,"281,4"
2016T2,Mujeres,De 35 a 39 años,Total,"314,2"
2016T1,Mujeres,De 35 a 39 años,Total,344
2015T4,Mujeres,De 35 a 39 años,Total,"336,2"
2015T3,Mujeres,De 35 a 39 años,Total,"315,2"
2015T2,Mujeres,De 35 a 39 años,Total,"355,8"
2015T1,Mujeres,De 35 a 39 años,Total,"355,6"
2014T4,Mujeres,De 35 a 39 años,Total,"366,5"
2014T3,Mujeres,De 35 a 39 años,Total,"380,5"
2014T2,Mujeres,De 35 a 39 años,Total,"362,5"
2014T1,Mujeres,De 35 a 39 años,Total,"405,5"
2013T4,Mujeres,De 35 a 39 años,Total,"414,4"
2013T3,Mujeres,De 35 a 39 años,Total,"388,7"
2013T2,Mujeres,De 35 a 39 años,Total,"414,2"
2013T1,Mujeres,De 35 a 39 años,Total,"423,2"
2012T4,Mujeres,De 35 a 39 años,Total,"418,4"
2012T3,Mujeres,De 35 a 39 años,Total,"370,3"
2012T2,Mujeres,De 35 a 39 años,Total,"364,4"
2012T1,Mujeres,De 35 a 39 años,Total,377
2011T4,Mujeres,De 35 a 39 años,Total,"359,1"
2011T3,Mujeres,De 35 a 39 años,Total,"326,3"
2011T2,Mujeres,De 35 a 39 años,Total,"302,1"
2011T1,Mujeres,De 35 a 39 años,Total,"321,2"
2010T4,Mujeres,De 35 a 39 años,Total,"309,4"
2010T3,Mujeres,De 35 a 39 años,Total,313
2010T2,Mujeres,De 35 a 39 años,Total,"320,7"
2010T1,Mujeres,De 35 a 39 años,Total,"318,1"
2009T4,Mujeres,De 35 a 39 años,Total,"278,6"
2009T3,Mujeres,De 35 a 39 años,Total,"233,3"
2009T2,Mujeres,De 35 a 39 años,Total,"245,2"
2009T1,Mujeres,De 35 a 39 años,Total,260
2008T4,Mujeres,De 35 a 39 años,Total,"201,9"
2008T3,Mujeres,De 35 a 39 años,Total,"162,4"
2008T2,Mujeres,De 35 a 39 años,Total,"148,4"
2008T1,Mujeres,De 35 a 39 años,Total,"148,9"
2007T4,Mujeres,De 35 a 39 años,Total,121
2007T3,Mujeres,De 35 a 39 años,Total,"124,2"
2007T2,Mujeres,De 35 a 39 años,Total,"130,7"
2007T1,Mujeres,De 35 a 39 años,Total,"143,3"
2006T4,Mujeres,De 35 a 39 años,Total,"145,3"
2006T3,Mujeres,De 35 a 39 años,Total,"125,9"
2006T2,Mujeres,De 35 a 39 años,Total,"124,2"
2006T1,Mujeres,De 35 a 39 años,Total,"134,1"
2005T4,Mujeres,De 35 a 39 años,Total,"132,7"
2005T3,Mujeres,De 35 a 39 años,Total,"128,3"
2005T2,Mujeres,De 35 a 39 años,Total,"127,3"
2005T1,Mujeres,De 35 a 39 años,Total,"148,4"
2004T4,Mujeres,De 35 a 39 años,Total,"179,1"
2004T3,Mujeres,De 35 a 39 años,Total,"167,3"
2004T2,Mujeres,De 35 a 39 años,Total,"165,9"
2004T1,Mujeres,De 35 a 39 años,Total,"186,5"
2003T4,Mujeres,De 35 a 39 años,Total,"169,8"
2003T3,Mujeres,De 35 a 39 años,Total,"158,2"
2003T2,Mujeres,De 35 a 39 años,Total,"174,2"
2003T1,Mujeres,De 35 a 39 años,Total,184
2002T4,Mujeres,De 35 a 39 años,Total,"165,6"
2002T3,Mujeres,De 35 a 39 años,Total,"161,2"
2002T2,Mujeres,De 35 a 39 años,Total,"166,8"
2002T1,Mujeres,De 35 a 39 años,Total,164
2025T1,Mujeres,De 35 a 39 años,Solteros/Solteras,64
2024T4,Mujeres,De 35 a 39 años,Solteros/Solteras,"48,9"
2024T3,Mujeres,De 35 a 39 años,Solteros/Solteras,"57,9"
2024T2,Mujeres,De 35 a 39 años,Solteros/Solteras,"59,1"
2024T1,Mujeres,De 35 a 39 años,Solteros/Solteras,"82,9"
2023T4,Mujeres,De 35 a 39 años,Solteros/Solteras,"81,5"
2023T3,Mujeres,De 35 a 39 años,Solteros/Solteras,"76,9"
2023T2,Mujeres,De 35 a 39 años,Solteros/Solteras,"83,6"
2023T1,Mujeres,De 35 a 39 años,Solteros/Solteras,95
2022T4,Mujeres,De 35 a 39 años,Solteros/Solteras,"88,6"
2022T3,Mujeres,De 35 a 39 años,Solteros/Solteras,77
2022T2,Mujeres,De 35 a 39 años,Solteros/Solteras,"64,3"
2022T1,Mujeres,De 35 a 39 años,Solteros/Solteras,"76,3"
2021T4,Mujeres,De 35 a 39 años,Solteros/Solteras,63
2021T3,Mujeres,De 35 a 39 años,Solteros/Solteras,"79,5"
2021T2,Mujeres,De 35 a 39 años,Solteros/Solteras,"96,6"
2021T1,Mujeres,De 35 a 39 años,Solteros/Solteras,"110,7"
2020T4,Mujeres,De 35 a 39 años,Solteros/Solteras,"91,1"
2020T3,Mujeres,De 35 a 39 años,Solteros/Solteras,"96,6"
2020T2,Mujeres,De 35 a 39 años,Solteros/Solteras,"90,1"
2020T1,Mujeres,De 35 a 39 años,Solteros/Solteras,"86,3"
2019T4,Mujeres,De 35 a 39 años,Solteros/Solteras,"84,8"
2019T3,Mujeres,De 35 a 39 años,Solteros/Solteras,"76,2"
2019T2,Mujeres,De 35 a 39 años,Solteros/Solteras,"77,7"
2019T1,Mujeres,De 35 a 39 años,Solteros/Solteras,"81,8"
2018T4,Mujeres,De 35 a 39 años,Solteros/Solteras,"80,7"
2018T3,Mujeres,De 35 a 39 años,Solteros/Solteras,"83,7"
2018T2,Mujeres,De 35 a 39 años,Solteros/Solteras,"80,1"
2018T1,Mujeres,De 35 a 39 años,Solteros/Solteras,"92,1"
2017T4,Mujeres,De 35 a 39 años,Solteros/Solteras,"96,1"
2017T3,Mujeres,De 35 a 39 años,Solteros/Solteras,"81,9"
2017T2,Mujeres,De 35 a 39 años,Solteros/Solteras,"96,2"
2017T1,Mujeres,De 35 a 39 años,Solteros/Solteras,"112,6"
2016T4,Mujeres,De 35 a 39 años,Solteros/Solteras,98
2016T3,Mujeres,De 35 a 39 años,Solteros/Solteras,"99,2"
2016T2,Mujeres,De 35 a 39 años,Solteros/Solteras,"117,2"
2016T1,Mujeres,De 35 a 39 años,Solteros/Solteras,"127,4"
2015T4,Mujeres,De 35 a 39 años,Solteros/Solteras,"114,3"
2015T3,Mujeres,De 35 a 39 años,Solteros/Solteras,"99,7"
2015T2,Mujeres,De 35 a 39 años,Solteros/Solteras,"115,4"
2015T1,Mujeres,De 35 a 39 años,Solteros/Solteras,"109,3"
2014T4,Mujeres,De 35 a 39 años,Solteros/Solteras,"111,5"
2014T3,Mujeres,De 35 a 39 años,Solteros/Solteras,115
2014T2,Mujeres,De 35 a 39 años,Solteros/Solteras,"110,1"
2014T1,Mujeres,De 35 a 39 años,Solteros/Solteras,"126,9"
2013T4,Mujeres,De 35 a 39 años,Solteros/Solteras,"127,7"
2013T3,Mujeres,De 35 a 39 años,Solteros/Solteras,"125,6"
2013T2,Mujeres,De 35 a 39 años,Solteros/Solteras,"122,5"
2013T1,Mujeres,De 35 a 39 años,Solteros/Solteras,"121,1"
2012T4,Mujeres,De 35 a 39 años,Solteros/Solteras,"122,4"
2012T3,Mujeres,De 35 a 39 años,Solteros/Solteras,"105,1"
2012T2,Mujeres,De 35 a 39 años,Solteros/Solteras,"100,7"
2012T1,Mujeres,De 35 a 39 años,Solteros/Solteras,"104,4"
2011T4,Mujeres,De 35 a 39 años,Solteros/Solteras,"97,6"
2011T3,Mujeres,De 35 a 39 años,Solteros/Solteras,"84,7"
2011T2,Mujeres,De 35 a 39 años,Solteros/Solteras,69
2011T1,Mujeres,De 35 a 39 años,Solteros/Solteras,"73,9"
2010T4,Mujeres,De 35 a 39 años,Solteros/Solteras,72
2010T3,Mujeres,De 35 a 39 años,Solteros/Solteras,"77,6"
2010T2,Mujeres,De 35 a 39 años,Solteros/Solteras,"76,5"
2010T1,Mujeres,De 35 a 39 años,Solteros/Solteras,"68,3"
2009T4,Mujeres,De 35 a 39 años,Solteros/Solteras,"73,5"
2009T3,Mujeres,De 35 a 39 años,Solteros/Solteras,"61,9"
2009T2,Mujeres,De 35 a 39 años,Solteros/Solteras,"67,5"
